GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
taapply,edu.ucsb.cs.taapply.services,ApiRetryHelper.ApiUnavailableException,0,4,0,0,0,2,0,1,0,1
taapply,edu.ucsb.cs.taapply.services,UCSBCurriculumService,0,190,0,12,0,40,0,13,0,7
taapply,edu.ucsb.cs.taapply.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
taapply,edu.ucsb.cs.taapply.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
taapply,edu.ucsb.cs.taapply.services,RoleAssignmentService,0,116,0,20,0,23,0,16,0,6
taapply,edu.ucsb.cs.taapply.services,JobUserProviderImpl,0,26,0,4,0,5,0,5,0,3
taapply,edu.ucsb.cs.taapply.services,UcsbQuarterService,0,178,0,12,0,42,0,14,0,8
taapply,edu.ucsb.cs.taapply.services,ApiRetryHelper,0,320,0,16,0,65,0,19,0,11
taapply,edu.ucsb.cs.taapply.services,SystemInfoServiceImpl,0,68,0,4,0,18,0,5,0,3
taapply,edu.ucsb.cs.taapply.startup,WiremockApplicationRunner,0,17,0,0,0,6,0,3,0,3
taapply,edu.ucsb.cs.taapply.startup,ScaffoldApplicationRunner,0,14,0,0,0,5,0,3,0,3
taapply,edu.ucsb.cs.taapply.startup,ScaffoldStartup,0,34,0,0,0,11,0,4,0,4
taapply,edu.ucsb.cs.taapply.jobs,PopulateCoursesJob,0,218,0,10,0,46,0,7,0,2
taapply,edu.ucsb.cs.taapply.jobs,TestJob,0,19,0,2,0,6,0,2,0,1
taapply,edu.ucsb.cs.taapply.jobs,PopulateCoursesJobFactory,0,28,0,0,0,11,0,3,0,3
taapply,edu.ucsb.cs.taapply.models,Quarter,0,169,0,18,0,37,0,19,0,10
taapply,edu.ucsb.cs.taapply.controller,AdminsController,0,124,0,2,0,24,0,10,0,9
taapply,edu.ucsb.cs.taapply.controller,UserInfoController,0,6,0,0,0,2,0,2,0,2
taapply,edu.ucsb.cs.taapply.controller,CoursesController,0,46,0,0,0,12,0,5,0,5
taapply,edu.ucsb.cs.taapply.controller,AdminsController.AdminDTO,0,18,0,0,0,3,0,2,0,2
taapply,edu.ucsb.cs.taapply.controller,InstructorsController,0,65,0,2,0,14,0,6,0,5
taapply,edu.ucsb.cs.taapply.controller,GradStudentsCSVController,0,158,0,16,0,39,0,12,0,4
taapply,edu.ucsb.cs.taapply.controller,SystemInfoController,0,7,0,0,0,2,0,2,0,2
taapply,edu.ucsb.cs.taapply.controller,AdminsController.UserDTO,0,38,0,0,0,7,0,2,0,2
taapply,edu.ucsb.cs.taapply.controller,AdminsController.UsersPageDTO,0,31,0,0,0,8,0,2,0,2
taapply,edu.ucsb.cs.taapply.controller,GradStudentsCSVController.UploadResult,0,15,0,0,0,1,0,1,0,1
taapply,edu.ucsb.cs.taapply.controller,ApiController,0,50,0,0,0,14,0,8,0,8
taapply,edu.ucsb.cs.taapply.controller,JobsController,0,56,0,2,0,9,0,5,0,4
taapply,edu.ucsb.cs.taapply.controller,HealthController,0,7,0,0,0,2,0,2,0,2
taapply,edu.ucsb.cs.taapply.controller,GradStudentsController,0,65,0,2,0,14,0,6,0,5
taapply,edu.ucsb.cs.taapply.errors,ForbiddenException,0,4,0,0,0,2,0,1,0,1
taapply,edu.ucsb.cs.taapply.errors,EntityNotFoundException,0,17,0,0,0,2,0,1,0,1
taapply,edu.ucsb.cs.taapply.utilities,CanonicalFormConverter,0,15,0,0,0,3,0,3,0,3
taapply,edu.ucsb.cs.taapply.interceptors,RoleUpdateInterceptor,0,72,0,6,0,16,0,6,0,3
